,fLength,fWidth,fConc1,fM3Long,fAlpha,fDist,class
4631,185.1567,47.0019,0.1723,-22.7838,31.1915,90.6294,1
4632,24.37,12.9688,0.3056,21.8825,10.1501,208.791,1
4633,184.9553,116.9481,0.0642,-172.2959,4.4175,268.8151,1
4634,145.749,65.33,0.0734,32.3843,15.609000000000002,167.391,1
4635,20.017,9.5305,0.3061,6.2839,55.3309,90.3746,0
4636,26.7112,20.18,0.2084,-20.4143,78.7402,80.2553,0
4637,160.6953,23.5113,0.2464,-99.9844,41.3427,270.5861,1
4638,90.0067,18.334,0.0914,-25.7003,51.0427,134.8266,1
4639,38.2504,18.0386,0.1827,22.3934,7.4414,194.93400000000003,0
4640,24.2769,16.840999999999998,0.1922,-8.3624,12.8676,212.428,0
4641,55.0356,42.0449,0.1294,35.14,72.5768,127.54,1
4642,31.8432,11.8514,0.2542,5.0364,49.146,173.805,1
4643,31.2945,14.8097,0.1849,-16.7027,1.646,163.97299999999998,0
4644,24.848000000000003,12.0353,0.2243,7.9139,39.8891,181.353,0
4645,19.3968,15.3263,0.3211,23.1146,43.9538,147.2857,1
4646,31.3363,10.0005,0.2634,-24.6263,10.025,138.553,0
4647,33.7019,18.0682,0.1692,24.0915,4.542,198.21,0
4648,36.6553,19.2262,0.1323,14.0362,5.529,220.151,0
4649,20.0581,7.1019,0.4079,-12.9511,15.156,110.729,0
4650,38.2019,9.6268,0.2701,1.2728,75.1594,150.1557,1
4651,32.5853,16.9986,0.1923,23.0946,6.557,160.11700000000002,0
4652,73.485,19.0865,0.3292,-56.3888,1.1157,288.4742,1
4653,17.2893,11.0976,0.311,-7.3545,23.4938,144.308,0
4654,77.7889,24.1179,0.1824,55.4367,66.1116,196.362,1
4655,41.606,25.6456,0.1083,-7.0886,20.3344,86.0919,0
4656,236.715,92.616,0.0539,122.712,25.7824,71.289,1
4657,36.0495,15.0831,0.2134,-17.2484,5.396,182.937,0
4658,52.4187,19.3451,0.171,-19.2391,6.271,283.81,0
4659,38.935,10.4127,0.2352,29.4101,17.493,179.463,1
4660,90.9744,23.0038,0.3666,-48.99100000000001,6.4514,304.039,1
4661,37.0402,19.0194,0.1574,25.4779,24.348000000000003,249.919,1
4662,134.1057,43.8019,0.089,86.5476,21.2117,346.3,1
4663,21.3905,10.3612,0.4052,-18.4092,45.883,177.891,1
4664,13.1792,10.7678,0.4385,-1.3856,44.1499,72.3157,0
4665,27.3166,17.9594,0.181,-3.289,19.206,176.354,0
4666,94.0169,65.5994,0.0817,73.6068,89.7659,296.8153,1
4667,17.7349,10.8373,0.2887,-8.9601,88.7458,194.393,0
4668,24.7808,16.3039,0.2739,25.049,10.7326,138.149,0
4669,13.0354,10.9215,0.4545,5.5664,36.275,154.261,0
4670,26.2966,12.3308,0.3342,-15.9024,82.15299999999999,57.864,1
4671,30.2838,7.9487,0.2592,15.1299,9.0681,155.164,0
4672,186.792,25.8986,0.1922,-82.1914,32.506,157.0498,1
4673,23.4322,17.6963,0.2264,-14.9235,79.712,160.751,0
4674,87.5647,15.4644,0.1155,-34.1395,55.712,250.948,1
4675,37.0967,17.3283,0.1576,24.0744,4.145,189.474,0
4676,13.1252,9.6598,0.5527,8.9799,32.286,148.092,1
4677,87.0611,30.202,0.1808,-33.3573,1.5388,408.453,0
4678,169.7112,53.3915,0.0783,72.8709,2.1067,189.2079,1
4679,24.38,17.4654,0.3087,19.777,0.8652,256.869,0
4680,25.4425,14.4105,0.2882,18.9304,12.861,164.61,0
4681,21.0734,9.9977,0.3325,-17.0944,37.679,115.687,0
4682,66.7283,20.8316,0.0971,63.7642,1.4439,211.147,0
4683,138.097,61.4382,0.1247,-49.7378,43.0835,277.632,1
4684,31.3412,21.5299,0.1758,20.2562,22.1398,134.372,0
4685,47.9344,26.9059,0.1329,30.7583,25.8692,169.83,0
4686,35.3611,15.6527,0.1639999999999999,20.5438,36.393,277.0561,1
4687,199.023,86.2958,0.0662,-270.936,4.8536,354.826,1
4688,34.8443,27.244,0.1023,-20.8094,14.171,187.752,0
4689,24.1763,6.7083,0.4452,-5.1156,89.5236,292.5299,1
4690,116.3663,64.7152,0.0583,77.6836,22.462,217.2226,1
4691,24.2734,15.0359,0.2778,20.8813,17.465999999999998,136.065,0
4692,24.1995,7.7574,0.3081,-14.521,59.2104,112.9381,1
4693,98.768,27.7681,0.0804,71.8292,1.8306,174.465,0
4694,29.0428,12.1783,0.2051,-24.0117,11.474,160.369,0
4695,38.8617,23.7015,0.1392,-31.8523,3.906,175.097,0
4696,27.1345,19.0654,0.2332,23.4228,69.6684,240.234,1
4697,12.9838,11.2601,0.3808,3.5058,40.463,222.705,0
4698,36.9627,27.191,0.1464,26.2498,10.722,124.948,0
4699,24.4754,11.5014,0.268,11.1428,71.8009,155.909,1
4700,111.436,43.32899999999999,0.0843,-38.8263,10.884,341.00800000000004,1
4701,30.4443,17.2349,0.2119,-26.439,8.849,262.751,0
4702,24.5394,14.7391,0.2753,23.3631,10.0304,234.156,0
4703,28.0265,21.1806,0.1678,18.0988,6.0783,137.457,0
4704,70.26899999999999,49.4812,0.1163,-13.6366,25.5204,314.4814,1
4705,19.1572,12.657,0.284,-12.5653,70.066,253.643,1
4706,26.5881,11.2723,0.3115,-22.3864,14.237,129.815,0
4707,34.1947,22.252,0.1395,22.7293,6.437,177.53799999999998,0
4708,24.7397,14.7389,0.2265,-9.1181,25.4671,111.68,0
4709,82.7995,19.4289,0.1351,82.3098,0.2339,237.808,0
4710,40.381,23.8161,0.1517,36.562,6.8587,87.1968,1
4711,99.0827,16.7631,0.1346,79.8381,7.7732,131.033,0
4712,25.1926,6.6904,0.3233,17.7682,63.8405,45.7929,1
4713,20.5664,12.7047,0.2375,11.7552,9.632,89.1076,0
4714,16.496,11.2599,0.3487,-4.1539,61.2842,257.6402,1
4715,85.6557,15.0364,0.1529,-60.19,16.789,207.381,0
4716,124.458,46.143,0.05,70.6332,46.9853,226.097,1
4717,21.3507,10.1132,0.3985,19.8488,41.9953,177.479,0
4718,118.2056,82.7195,0.0585,-58.3855,27.3201,274.5979,1
4719,115.0816,58.9051,0.0809,103.1868,29.8217,163.6358,1
4720,97.4727,64.6539,0.0816,-68.2785,55.2934,315.446,1
4721,54.5124,33.6611,0.1497,14.5603,10.2328,286.987,1
4722,17.8551,3.8824,0.4438,-10.9008,43.4323,100.275,1
4723,209.539,22.3619,0.1443,107.644,61.0499,263.965,1
4724,94.8668,62.2788,0.0645,57.4714,1.6705,281.3076,1
4725,30.6536,13.2068,0.2309,14.2304,12.8858,86.9775,0
4726,20.683000000000003,7.2158,0.3649,7.933,56.923,137.98,0
4727,29.8905,20.0638,0.1801,-12.498,45.781000000000006,187.607,0
4728,81.9649,35.4074,0.1731,54.667,3.5171,337.57,0
4729,117.746,35.725,0.2347,-147.97299999999998,38.0633,224.049,1
4730,28.6584,6.6732,0.3156,-17.5378,7.689,153.222,0
4731,50.1017,16.0669,0.1416,-25.3005,57.9635,135.7373,1
4732,18.8251,10.2437,0.286,-7.6545,6.221,157.89,0
4733,154.5193,79.6213,0.0838,-164.489,70.249,344.9825,1
4734,33.3772,13.2521,0.2302,-11.8225,9.2004,174.63,0
4735,26.8454,13.8541,0.2762,-10.6566,17.533,173.458,0
4736,25.6832,19.078,0.17,-17.1703,9.831,217.715,1
4737,39.5364,16.308,0.3349,-42.6558,4.4299,146.5871,1
4738,17.4227,10.88,0.3471,6.564,33.191,218.008,0
4739,66.3584,25.0608,0.1238,-17.5015,49.891000000000005,176.297,1
4740,27.9343,11.5799,0.2655,16.4298,73.5647,213.706,1
4741,35.7638,17.5209,0.2055,23.6972,60.622,78.7201,0
4742,15.0223,9.5857,0.3834,6.5101,71.8241,259.0902,1
4743,19.1301,9.0426,0.4714,-13.5623,38.478,208.724,0
4744,31.2263,15.9939,0.2547,27.2499,34.823,146.655,1
4745,145.205,40.2078,0.0611,69.9035,7.932,271.243,1
4746,23.3769,12.8019,0.3218,-11.0518,65.5775,155.0392,1
4747,85.9962,15.9814,0.0907,61.8697,2.8998,224.1387,1
4748,21.0753,6.9523,0.4107,13.0232,8.392999999999999,260.875,0
4749,115.497,20.0223,0.2197,-137.52,86.1711,152.664,1
4750,141.9721,19.7352,0.1322,159.4355,51.2181,188.5625,1
4751,155.252,115.853,0.0458,-95.8462,58.7259,349.5226,1
4752,35.7821,19.222,0.3025,35.099000000000004,85.3837,139.90200000000002,1
4753,135.616,45.4845,0.1557,-130.247,30.6914,343.977,1
4754,52.3415,25.9907,0.1794,-23.0647,2.441,309.491,0
4755,142.692,77.95100000000001,0.0931,-179.644,82.9671,231.506,1
4756,64.5851,14.9835,0.1582,-51.2555,7.6842,219.668,0
4757,39.6185,11.2531,0.2643,36.9685,6.6547,168.3306,1
4758,21.4059,9.5767,0.3592,14.3892,28.6338,187.525,0
4759,40.7886,21.025,0.1717,-32.0692,5.9571,227.62,0
4760,47.0689,16.4117,0.1867,-16.914,41.275,219.622,1
4761,25.8564,11.769,0.2416,18.4281,84.2325,216.0166,1
4762,109.387,33.3628,0.2062,123.805,86.0704,23.4236,1
4763,28.059,11.3657,0.294,23.0443,24.4896,139.375,1
4764,29.7979,9.9269,0.4679,30.7046,8.6839,227.77,1
4765,30.564,19.5691,0.2474,25.1525,26.532,216.315,1
4766,20.9043,7.1381,0.3559,-9.524,9.432,133.8,0
4767,49.0345,13.0214,0.1547,29.7617,5.172999999999999,233.504,0
4768,138.1812,45.1787,0.1455,-87.8549,3.3289,302.2937,1
4769,19.5643,12.8904,0.2718,11.0682,1.7384,195.067,0
4770,44.5592,13.8983,0.206,26.3018,67.4627,135.1313,1
4771,18.3529,10.5756,0.2821,-8.1421,81.3657,182.266,0
4772,54.9239,22.2381,0.1178,53.3134,4.34,235.294,0
4773,21.4777,16.4931,0.3091,-18.2229,43.6228,137.283,0
4774,95.9509,19.8963,0.1136,105.195,3.7874,199.01,0
4775,39.9566,18.1984,0.1432,24.2614,22.14,117.604,0
4776,13.2223,10.4581,0.4734,5.5312,48.129,165.201,0
4777,78.3354,21.168000000000003,0.1934,83.5768,11.8806,233.189,1
4778,97.8494,48.1083,0.1182,71.339,18.3755,279.6573,1
4779,30.3077,13.9511,0.2723,-11.487,31.293000000000003,232.073,0
4780,116.124,48.2858,0.0412,87.5921,3.325,298.116,0
4781,18.3027,7.4384,0.4983,6.582000000000001,17.005,158.255,0
4782,44.9748,23.8528,0.1507,-12.4968,30.8505,141.9516,1
4783,38.0339,7.0345,0.2201,-9.086,44.677,228.0276,1
4784,59.5126,31.0478,0.1051,61.3665,1.5087,86.7844,0
4785,64.8094,30.1755,0.2251,-38.6044,32.7431,278.4021,1
4786,36.9879,14.5757,0.1948,8.1027,81.9143,182.4165,1
4787,16.6709,13.7816,0.4751,-9.3629,84.4991,212.6206,1
4788,72.6804,52.0129,0.1208,32.8912,85.3932,279.5363,1
4789,28.4344,9.2505,0.2806,-12.5485,73.681,118.054,0
4790,73.8643,37.4991,0.0662,67.7589,16.6332,177.43900000000002,1
4791,20.1426,9.9778,0.3898,15.5312,17.646,56.5999,0
4792,33.5536,13.2952,0.3008,18.8399,5.2729,180.283,0
4793,35.6443,10.798,0.2631,26.2199,3.614,235.789,0
4794,31.5071,22.7398,0.1616,24.0394,38.3974,165.2013,1
4795,49.3296,23.319000000000003,0.1137,-32.4222,14.048,69.9318,1
4796,117.976,25.2172,0.1097,127.267,6.112,255.677,1
4797,48.4695,18.1279,0.1177,46.8981,6.955,203.072,0
4798,49.8695,25.5181,0.2832,19.4143,0.0097,299.322,1
4799,31.1721,16.9447,0.1561,9.5701,46.111,59.6816,0
4800,32.2887,11.0818,0.2258,34.3253,12.1177,194.9849,1
4801,30.977,27.2611,0.145,26.3683,18.143,74.7238,0
4802,70.8438,23.4765,0.1133,57.3618,1.6041,286.032,0
4803,54.4773,14.0922,0.109,38.4967,0.3429999999999999,225.478,0
4804,120.173,23.5062,0.1001,76.2606,61.29600000000001,124.203,1
4805,24.8322,9.1005,0.3494,-11.4506,4.5268,175.637,0
4806,37.8025,24.197,0.123,-28.0325,26.9279,206.205,0
4807,52.1834,19.3217,0.153,37.1666,1.5526,243.358,0
4808,38.5399,20.4511,0.2194,15.7963,86.2652,260.973,1
4809,28.7156,13.9972,0.2332,13.8408,30.192,240.26,0
4810,67.191,29.402,0.0922,49.0954,0.4039999999999999,226.76,0
4811,30.5553,9.4785,0.2428,-21.5735,86.3961,101.2342,1
4812,31.2342,9.6561,0.2428,2.0028,50.9751,46.6709,1
4813,17.7169,14.0628,0.4578,12.8802,2.6161,226.4903,1
4814,137.79,35.1898,0.0637,84.2169,17.4671,266.17,1
4815,32.9581,20.8956,0.187,-10.865,30.831,30.0166,0
4816,75.0392,66.8244,0.1262,35.1826,63.239,136.967,1
4817,23.8094,15.5833,0.2284,-18.5736,45.578,245.804,1
4818,25.4076,10.6149,0.2833,22.618,11.3112,117.087,0
4819,74.3058,10.8371,0.1243,28.3482,17.416,212.865,1
4820,23.4184,5.3755,0.2815,-6.5909,89.2573,85.8332,1
4821,106.7976,64.36399999999999,0.0815,-65.9178,4.031000000000001,375.454,1
4822,82.5499,10.6383,0.1179,51.3596,35.3257,104.7447,1
4823,23.8385,14.9777,0.1863,21.3687,20.3408,188.5054,1
4824,40.5301,18.7265,0.192,32.5462,26.9369,132.05100000000002,0
4825,66.2385,12.9092,0.1461,40.0358,11.885,171.864,1
4826,55.7137,19.1975,0.1335,-37.3578,1.386,286.074,0
4827,23.6044,13.879,0.2643,-4.1243,64.214,107.641,1
4828,56.3167,12.265,0.1535,-40.5586,33.5871,175.15599999999998,1
4829,99.702,29.672,0.077,77.5495,64.9998,259.5811,1
4830,88.4005,23.2755,0.1037,41.8392,41.124,127.661,1
4831,79.1429,19.1217,0.2374,57.8134,10.901,335.435,1
4832,303.2787,40.3691,0.0335,-242.5189,73.703,157.817,1
4833,13.3406,10.5094,0.4264,-4.1842,60.8194,192.924,0
4834,30.4236,13.2033,0.3171,26.8004,46.5235,255.1223,1
4835,77.5051,17.5927,0.1141,-43.543,44.3826,44.5756,1
4836,84.03399999999999,68.6366,0.0946,63.2498,9.0247,361.655,1
4837,25.6437,10.2737,0.2318,20.2804,13.6579,214.738,0
4838,65.4978,18.2304,0.1348,77.7848,4.4339,229.086,0
4839,120.3882,67.1368,0.0481,35.3004,3.876,289.043,1
4840,23.2215,12.8403,0.2577,11.9236,4.861000000000001,102.303,0
4841,108.9514,34.5964,0.131,95.4544,42.3299,288.0383,1
4842,18.8956,16.6437,0.2919,-13.588,8.4598,224.207,0
4843,22.0086,6.7467,0.3716,-7.7523,16.634,190.845,1
4844,18.0147,14.7309,0.3809,-15.1944,69.6147,81.3067,0
4845,108.434,28.8188,0.07,99.7691,0.2769999999999999,285.381,0
4846,17.6775,10.8143,0.3037,-9.6813,23.666,145.942,0
4847,40.7847,19.3278,0.1774,24.3512,47.1801,146.76,0
4848,38.922,16.3018,0.3392,24.5058,54.6864,214.9816,1
4849,86.2919,35.9168,0.1383,80.4035,81.0424,125.514,1
4850,19.9109,9.3005,0.3421,10.5138,16.5079,159.44299999999998,0
4851,79.0866,19.0213,0.2562,-58.78,25.4623,308.0689,1
4852,19.7452,12.6244,0.2724,-12.5602,86.9934,68.2801,1
4853,82.1558,24.0037,0.1173,85.7075,0.3795,254.18,0
4854,22.7867,10.9825,0.275,19.0918,2.559,131.612,0
4855,103.15,43.3171,0.0513,114.912,62.0401,184.945,1
4856,48.4084,25.644,0.1698,50.5271,56.229,282.16200000000003,1
4857,61.1986,37.0725,0.0745,33.1541,45.9408,226.924,1
4858,44.8449,9.4621,0.2725,19.7237,45.1624,224.2598,1
4859,31.9086,0.0,0.2901,0.0,81.5685,177.19099999999997,0
4860,20.2899,11.182,0.3282,-19.3043,9.282,198.135,0
4861,12.8751,11.4248,0.3903,-6.3378,43.404,165.73,0
4862,25.8414,18.4628,0.2465,19.5856,26.1088,63.177,0
4863,56.2087,23.3978,0.1173,47.3994,4.526,264.023,0
4864,52.1073,21.5885,0.1038,26.7463,3.056,240.989,0
4865,24.5729,8.7188,0.3811,18.7508,14.7342,238.229,1
4866,21.6165,12.2794,0.3083,-7.4822,39.415,150.626,0
4867,82.1407,31.8097,0.0846,21.2114,58.39,208.072,1
4868,61.1987,21.5574,0.2131,-41.4037,2.402,291.812,0
4869,19.6803,10.2929,0.3647,-16.8126,67.183,238.819,0
4870,33.4366,14.187,0.2459,17.6401,4.5456,236.693,0
4871,167.40400000000002,58.5426,0.0852,-27.4232,40.7275,225.1507,1
4872,28.5314,19.9338,0.1254,27.0396,66.37,176.0223,1
4873,49.8014,22.1091,0.1393,43.8104,0.8547,237.437,0
4874,173.6085,49.7885,0.1037,-93.0779,81.6312,303.3794,1
4875,20.8214,10.3659,0.3343,16.9632,3.8562,161.481,0
4876,66.8138,20.1227,0.1349,65.8344,2.4879,293.718,0
4877,27.1078,7.8451,0.2667,0.2753,76.2698,152.0178,1
4878,22.0361,15.05,0.2739999999999999,-19.1051,70.9158,32.8994,0
4879,46.5015,36.7249,0.1408,56.9306,19.163,29.6676,0
4880,78.0294,26.5101,0.1045,52.276,0.4823,246.387,0
4881,78.3277,22.3265,0.2255,-49.9053,0.691,356.976,0
4882,20.2414,6.9048,0.4498,-14.5912,19.2493,206.362,0
4883,23.6111,15.4813,0.2154,-2.1389,84.8323,73.0494,0
4884,31.9404,17.4155,0.1567,-17.4858,29.895,112.626,0
4885,33.0547,6.9405,0.3019,7.3387,23.182,203.2107,1
4886,45.1761,15.2625,0.109,43.7449,59.9936,115.8753,1
4887,37.9315,20.0353,0.1507,-12.1019,10.223,186.284,0
4888,21.3299,8.2421,0.4222,18.8271,71.5,225.617,1
4889,47.3963,10.9703,0.1852,17.1909,39.593,38.8736,1
4890,35.1379,6.497000000000001,0.3273,21.5213,46.056,234.207,1
4891,186.925,116.872,0.0362,-179.701,49.6546,209.075,1
4892,164.8907,48.9917,0.0684,-93.0315,70.847,259.4162,1
4893,32.3347,8.7516,0.2479,12.328,48.4534,127.043,1
4894,23.7928,13.9277,0.3142,18.5548,74.5814,223.055,1
4895,109.716,14.1949,0.3356,94.0069,62.4241,241.5979,1
4896,92.4886,25.766,0.0868,43.1211,58.469,171.2535,1
4897,89.4676,12.7388,0.1324,64.4168,57.4609,197.196,1
4898,29.7516,14.4386,0.192,8.7238,2.3698,209.778,0
4899,46.0093,11.5542,0.1745,16.1411,13.218,208.126,0
4900,59.3081,11.0487,0.1988,54.3362,3.037,228.843,0
4901,25.6521,23.0307,0.3087,-16.5121,85.5133,170.4148,1
4902,57.0559,23.8097,0.1292,50.2255,26.6457,179.99400000000003,0
4903,28.5536,22.5353,0.1729,-13.9039,12.806,122.853,0
4904,28.9509,15.4999,0.2008,-7.4171,49.557,218.587,1
4905,35.5573,7.9008,0.2366,17.2613,74.8965,89.7345,1
4906,59.7826,12.7791,0.175,41.1759,59.0,192.864,1
4907,47.61600000000001,15.4392,0.1926,30.8019,54.8006,178.1493,1
4908,36.269,28.2955,0.1392,27.0922,19.6183,267.8709,1
4909,70.0818,16.3066,0.1162,16.9526,68.307,121.0329,1
4910,24.4701,23.4296,0.1506,18.0136,35.99,134.778,0
4911,73.7864,30.8164,0.1277,-70.4015,36.6915,101.348,1
4912,26.9139,13.5766,0.2267,-20.7729,86.0321,63.6452,0
4913,149.0328,82.3057,0.0161,-71.2493,87.8868,274.6639,1
4914,47.3469,11.7963,0.1939,41.0234,12.800999999999998,82.2643,0
4915,23.4309,16.2197,0.2117,12.6243,76.53699999999999,70.4519,0
4916,192.852,75.9943,0.0646,-115.867,60.596,191.365,1
4917,81.4904,24.5724,0.1117,34.3185,5.35,225.232,0
4918,82.7136,61.6217,0.1759,-65.1193,24.8686,315.8916,1
4919,27.1973,9.1391,0.2985,13.5485,27.3457,215.2526,1
4920,14.3194,11.6769,0.4886,7.4801,17.439,107.639,0
4921,28.272,12.6826,0.3068,24.5275,22.252,155.019,0
4922,28.3545,17.5355,0.2203,17.0829,39.2035,185.504,0
4923,32.8483,10.7905,0.2565,30.8181,4.565,160.43,0
4924,21.4858,15.1624,0.246,-18.8604,3.3258,126.041,0
4925,20.4899,7.2447,0.3745,9.1587,70.14,138.836,0
4926,69.6237,33.7912,0.1004,59.7576,45.966,243.102,1
4927,13.0784,10.325,0.5119,6.3717,37.04,100.778,0
4928,59.4146,21.6014,0.115,55.3593,2.236,204.091,0
4929,113.6923,26.5992,0.1502,65.6331,1.7329,377.0728,1
4930,26.1824,10.3186,0.2668,-17.4652,0.1665,118.858,0
4931,32.3854,13.1702,0.2496,-21.1728,18.6102,223.7685,1
4932,25.7435,11.5007,0.2808,13.5935,8.982000000000001,181.026,0
4933,20.1648,7.2982,0.3924,-9.4558,37.395,203.935,0
4934,39.7884,7.4617,0.2896,-18.5409,7.5434,159.751,0
4935,22.7565,7.9735,0.3555,8.5059,88.0601,75.8044,1
4936,100.607,27.9874,0.0828,82.4536,1.2458,312.22,0
4937,111.715,26.6559,0.2011,65.4384,38.25,260.691,1
4938,17.4984,12.5883,0.3689,10.8868,2.495,173.87400000000002,1
4939,83.993,9.6924,0.2242,65.3428,15.2822,218.9356,1
4940,31.6552,10.7467,0.2638,19.444000000000003,63.789,269.665,1
4941,30.5382,17.6138,0.1917,22.8295,13.5528,169.44799999999998,0
4942,41.1237,21.093000000000004,0.1534,6.1225,2.777,160.042,0
4943,13.0433,10.3253,0.5168,-6.31,72.219,202.517,0
4944,26.2933,14.7705,0.2758,12.3359,1.8019,178.595,0
4945,81.5522,17.7917,0.1619,33.2864,55.654,235.0356,1
4946,82.1936,16.042,0.1689999999999999,52.5605,0.5325,271.086,0
4947,18.1463,7.2779,0.4928,-8.0944,86.0119,22.7541,0
4948,26.0266,13.1109,0.2964,18.571,48.8519,136.52,0
4949,23.8746,10.1047,0.381,19.4584,45.6526,100.013,0
4950,61.6817,20.9866,0.1669,14.4868,49.9795,234.1881,1
4951,13.0322,10.8262,0.4686,-5.0379,9.83,65.771,0
4952,46.5019,28.1192,0.1058,-21.6869,86.1683,159.453,1
4953,21.1752,8.9576,0.3872,14.4882,60.3018,192.051,0
4954,25.5995,6.5566,0.3032,10.7035,2.309,201.7074,1
4955,23.7727,15.174,0.2142,11.5616,10.925999999999998,190.183,0
4956,47.0554,10.3331,0.2685,-29.7325,18.374,189.998,0
4957,47.4505,24.8044,0.0842,19.6636,3.357,172.22799999999998,0
4958,41.67,18.7448,0.1488,-24.4399,4.758,192.377,0
4959,189.248,40.6863,0.294,-160.07,33.1477,296.903,1
4960,56.4815,34.5541,0.0824,36.4414,1.129,268.956,0
4961,15.7018,12.2335,0.3579,6.332999999999999,30.8802,212.2398,1
4962,53.1732,15.7798,0.1962,56.4614,13.029000000000002,195.206,0
4963,25.675,11.1599,0.2652,-17.4557,19.392,126.14,0
4964,79.8642,25.34,0.1298,-94.7211,11.9112,21.522,1
4965,158.566,20.3113,0.3523,-49.77,16.7015,338.706,1
4966,71.5268,27.2605,0.1442,57.3671,12.5712,305.966,0
4967,69.0334,24.6446,0.1309,-51.18,4.914,279.627,0
4968,25.0903,10.5856,0.3649,16.9877,12.292,194.892,1
4969,19.7091,15.1484,0.3953,-18.161,19.189,165.97099999999998,1
4970,35.6831,14.4158,0.1882,16.0812,14.018,172.176,0
4971,35.6385,15.6583,0.2007,24.4401,20.924,60.418,0
4972,25.2832,9.7658,0.3165,-17.2168,37.32,136.059,0
4973,163.9821,43.4406,0.0428,159.9108,60.3097,181.9187,1
4974,30.9633,23.4441,0.125,21.6247,15.8283,160.076,0
4975,180.479,129.154,0.011,-157.365,10.6294,156.622,1
4976,20.249,15.1595,0.2805,-5.408,21.3299,207.683,0
4977,46.1928,11.6604,0.2212,25.719,2.76,237.452,0
4978,25.3727,18.168,0.3424,15.3253,28.3989,108.568,1
4979,41.1473,14.5533,0.1028,-10.3292,82.2647,147.1082,1
4980,19.5431,14.8619,0.284,17.282,50.575,212.695,0
4981,52.2299,18.9395,0.1214,16.2432,3.828,210.94,1
4982,12.6715,11.728,0.3827,9.0043,8.7191,122.255,0
4983,38.1929,13.3817,0.3308,28.5946,15.674,173.9164,1
4984,43.9146,9.9895,0.2422,31.7998,32.839,101.687,1
4985,21.1505,7.0203,0.3831,-11.3333,29.3485,237.31,0
4986,71.6524,29.8215,0.1214,57.5237,45.1009,42.9246,1
4987,151.776,59.303,0.0594,146.056,15.6891,211.673,1
4988,126.6356,66.5995,0.068,110.1543,61.4309,382.2097,1
4989,188.191,65.72,0.1021,-158.83700000000002,29.9206,225.437,1
4990,34.1583,11.7043,0.2274,37.7053,49.1591,242.6588,1
4991,206.403,59.0292,0.0482,-222.417,2.8755,92.9775,1
4992,47.2337,19.8555,0.12,-33.2638,3.5641,213.792,0
4993,25.483,7.6398,0.2988,-27.2424,36.2901,267.4123,1
4994,98.1672,28.5313,0.2194,-88.8223,14.111,372.691,1
4995,57.113,18.8026,0.1775,-43.4807,1.2990000000000002,178.273,0
4996,39.5881,20.2859,0.138,22.5909,9.216,78.1803,0
4997,170.6943,79.2224,0.032,-157.8983,32.1636,314.7692,1
4998,79.7661,13.5226,0.1959,42.9206,7.2611,198.9307,1
4999,25.1721,10.343,0.2403,-18.8279,24.564,150.202,0
5000,25.0966,9.6939,0.4682,14.9191,30.7288,117.6345,1
5001,19.8723,7.3787,0.4135,-7.3216,47.74100000000001,152.917,0
5002,21.1877,9.6959,0.3675,-18.686,2.664,128.666,0
5003,188.0012,65.4023,0.0622,182.6961,82.3182,297.4969,1
5004,70.9041,11.7424,0.291,-36.2949,74.723,103.177,1
5005,21.8354,11.6478,0.3433,14.7747,75.09899999999999,251.825,1
5006,20.7522,8.9492,0.3586,10.5927,36.306,126.393,1
5007,72.0809,24.7358,0.1065,86.4411,70.7062,281.4016,1
5008,93.7035,37.9432,0.1011,89.0566,14.1224,231.9028,1
5009,16.2619,12.1167,0.3602,18.9639,9.3681,147.8869,1
5010,36.5911,22.5984,0.2282,30.195,9.497,125.626,0
5011,26.6132,10.1685,0.3338,15.849,68.3142,21.4704,1
5012,19.7315,7.3964,0.4215,7.4065,10.1245,184.334,0
5013,17.4898,7.1962,0.5279,5.0717,45.254,60.518,0
5014,31.0867,8.1617,0.6283,-28.519,2.643,293.1816,1
5015,49.9684,21.4109,0.1417,54.4778,16.288,83.7544,0
5016,17.5277,7.466,0.5446,1.0294,69.8962,216.185,0
5017,44.1958,16.4841,0.1689999999999999,17.5572,75.45100000000001,91.435,1
5018,19.9624,10.4757,0.3634,16.285999999999998,19.486,176.498,0
5019,16.1266,6.3588,0.4686,-8.1461,34.2326,207.2686,1
5020,27.1525,20.4365,0.2285,25.3006,85.4598,175.1644,1
5021,34.7679,19.0203,0.2134,30.6675,0.281,268.155,0
5022,18.1846,9.8595,0.3429999999999999,18.9098,19.1522,179.6576,1
5023,28.5515,16.8605,0.2676,19.4031,17.652,208.254,0
5024,23.856,12.2327,0.2739,11.3909,20.7251,219.953,0
5025,180.1015,135.4331,0.0416,-179.0611,58.4545,281.2776,1
5026,20.5892,16.1986,0.2043,9.6397,11.6155,164.253,0
5027,37.6898,16.1959,0.2173,25.3352,1.57,208.832,0
5028,19.2551,12.9344,0.258,9.768,9.1317,183.779,0
5029,83.6276,29.8467,0.0753,61.4144,0.439,258.645,0
5030,103.549,47.3822,0.0464,76.9757,1.0667,340.67900000000003,0
5031,15.0041,8.7457,0.3502,8.6654,10.5909,79.1653,1
5032,45.4644,28.662,0.1625,26.4065,4.5248,266.223,0
5033,35.9089,15.3607,0.1469,26.4128,26.7977,176.472,0
5034,81.2271,19.05,0.1337,89.5866,1.893,257.394,0
5035,72.0106,24.9636,0.1602,-38.1147,4.374,318.61400000000003,0
